Word,Definition,Image_Search,Image_Link,Sketch_Link
BIONICS,engineering biology,engineering biology,https://images.pexels.com/photos/25626587/pexels-photo-25626587.jpeg,https://pixabay.com/get/g46f9b66511a09351fff719b8af551ae9f84c432606feb217a978c2ec6150c217f85dd80d9b7f7115ffa5142b989900ee2320a9d090723c14733771b0218109d9_1280.png
BLANDISHMENT,flattery,flattery,https://images.pexels.com/photos/7640788/pexels-photo-7640788.jpeg,https://pixabay.com/get/g45f8ac71eb9876d55871363e12953d9c9829130b71fd0865bbc9c1379e3b6332a693d8f883416a8cb45ea13fc2b0513c531c7a8d8e116426ec9e41167a65e414_1280.jpg
BLASE,indifferent,indifferent,https://images.pexels.com/photos/3823495/pexels-photo-3823495.jpeg,https://pixabay.com/get/g8e23ad4d0abdb3f0bd97b9552ffcfca199920ceb1845b4b4b35e953b423977eccb3ea37d0afe0092cd3fdf69c1f7182a6522bff41e027a4f8b924738274c0cb8_1280.png
BOLSTER,to support,support,https://images.pexels.com/photos/8867475/pexels-photo-8867475.jpeg,https://pixabay.com/get/ga3a220e5cb8919da2095998d9c66025fe5c30fbf8d8af026d65b6b756e9a00b30ef23f50adf8a3bf335799a132bb2c372fde58e1b7b0a687bf11755a65191805_1280.png
BOMBASTIC,pompous,pompous arrogant loud,https://images.pexels.com/photos/12306437/pexels-photo-12306437.jpeg,https://pixabay.com/get/g3d6d8a6b3133e6dcce1380fcaf88e55fe8670bcdb4da3832adffad3b1f8cfe20cd7c50afafef344696efeb291b0dc1494b4ccb3927ce6062e6321223ac6a3790_1280.png
BOORISH,rude,rude,https://images.pexels.com/photos/8832238/pexels-photo-8832238.jpeg,https://pixabay.com/get/g3f18448eed334430b60a23b21854becfac71ddba7da9b46cb27c8a8dde84aa3f918e28f54a0b5efe750ab6f5e4770cf683c35bca57dc44f8a02274feb7d3ec24_1280.png
BOVINE,cow-like,cow-like,https://images.pexels.com/photos/34538612/pexels-photo-34538612.jpeg,https://pixabay.com/get/ga1ab3f809b39de16405f46f15bbb5bc83d330667b23577875da1eba4f2e80d8749a4c8408cef50901bc9db4172ec756cc6efc5bddc5bdc8e954647759fc80161_1280.png
BRAZEN,bold,bold,https://images.pexels.com/photos/31820716/pexels-photo-31820716.jpeg,https://pixabay.com/get/gdc4a99b411133408dfd3d6b0adf5fd5e474bc83d52fddc292603209da50d935eec54f7cf9ab1e385d93139f708428c5dd0b79ca20c4c780fd9e1195244f3dda9_1280.png
BROACH,to bring up,bring up,https://images.pexels.com/photos/34127452/pexels-photo-34127452.jpeg,https://pixabay.com/get/g21fcf403d367eb4c6bc914aa8a6e27a40a2019f249af40125e0fdbd74ed1b495af2d4e1c46f9ac6a6ce51a27aabc0a83021e81d45aa6e3f275918135c8c21a4a_1280.png
BUCOLIC,rural,rural,https://images.pexels.com/photos/12552963/pexels-photo-12552963.jpeg,https://pixabay.com/get/gf40383daacd7ede4d9e2e10b27a041fd1ebf526b82b23c2c90148ae78e9627438b58676b594c5bc30356e55f3be4cdd57b1d786cb1a1c469dacf8b17e0370895_1280.png
BURGEON,to grow,grow,https://images.pexels.com/photos/10914345/pexels-photo-10914345.jpeg,https://pixabay.com/get/gd50723dc2a12e33fdbc648dc13c5a690b09c12b34b1c509779c818d0d1996bae07cd028393ce043996e713851a4010bb92566cceb12c22d18e886e9f3e21f869_1280.png
BURNISH,to polish,polish,https://images.pexels.com/photos/10420563/pexels-photo-10420563.jpeg,https://pixabay.com/get/g2b12685578ca551e6d1f550278df6936ab4547f3a06f329b687d1b437951e7426fd588c7979a5f2f0814c84c420d8668f8751db9afa652ec8f38ed814158a251_1280.png
BUTTRESS,to support,support,https://images.pexels.com/photos/8867475/pexels-photo-8867475.jpeg,https://pixabay.com/get/ga16c19252d5cae5edf7e4000730fcf52846686c783ee233a2361a73a17e7dd73d75aa74a4c461f9946f0f45b7206fcd03e485c02fe97750b8780197c2b2e0a59_1280.png
CACOPHONOUS,harsh sounding,harsh sounding,https://images.pexels.com/photos/9331903/pexels-photo-9331903.jpeg,https://pixabay.com/get/g2080ed30cf319d623146a2a219f878be6736d48f766d9222937a63dbe59d1070b1b8cf7469942b72864655a3bddd30639ec68226180ad9205ed44cde8ba7f11d_1280.png
CADGE,to beg,cadge,https://images.pexels.com/photos/19568392/pexels-photo-19568392.jpeg,
CALLOUS,insensitive,insensitive,https://images.pexels.com/photos/7640788/pexels-photo-7640788.jpeg,https://pixabay.com/get/geeb92cbf9e5630c98baaa725269978373091a08d2f03895a86f3ecce2384d995fbf8045bf18cc702dcb9a4fa14312d9001e73914f36791a0bb32e3a7fc6ee63d_1280.png
CALUMNY,slander,slander,https://images.pexels.com/photos/20143756/pexels-photo-20143756.jpeg,https://pixabay.com/get/g58771fe254882e352fd9031fd5b84390fcc8cbbff44787a57157b5702b02e68f4414ccf9be87aae64ae74c4ef77e85e8c572c2405ad722d83d0aef26e9666abf_1280.png
CANARD,false rumor,false rumor,https://images.pexels.com/photos/4844350/pexels-photo-4844350.jpeg,https://pixabay.com/get/gab3908639288fd5946e152fad51de08dc5a75664c66d00445a522df6a6d0e827b9a3c8367c314c81f165ff24f8e39fdb0c4399b3e56de14d57f2cbea8a2d35e3_1280.png
CANON,standard,standard,https://images.pexels.com/photos/20885752/pexels-photo-20885752.jpeg,https://pixabay.com/get/gcb361fddd79fcfb8712766ae8c3d7357d5093dcc4eb8cb66d0bc5ec03e3c333d4ec6e323dbe7ebe0271c8c1b13a1db9de8f57dc0c68574e56e190ae839dec572_1280.png
CANT,hypocrisy,hypocrisy,https://images.pexels.com/photos/7640788/pexels-photo-7640788.jpeg,https://pixabay.com/get/g3f635efa0f99f54fb1357eaa9ba4868a02ebd49b5829ca74eb8177d6475359d66d8f0afd9646a444788cbd1a237db129672acc2ebc216e77fa3d7cc5d231345f_1280.png
CANTANKEROUS,irritable,irritable,https://images.pexels.com/photos/21134541/pexels-photo-21134541.jpeg,https://pixabay.com/get/g365ec2ad16417f91d2c57628e689299bb5498a0d6af92a6fcb4bb8204b68b6da3d165edce2517d41897a0903966a42c1_1280.png
CAPRICIOUS,impulsive,unpredictable mood swings,https://images.pexels.com/photos/908970/pexels-photo-908970.jpeg,https://pixabay.com/get/g894cdbface26115cebf57b6a3dd2579307d17d7e3d509a70786e0ac4dc40c5dd332fdc765958e3f843722a0dfd60267ef8e26aad29f246c397da24e87569ed05_1280.png
CAPTIOUS,critical,critical,https://images.pexels.com/photos/8831810/pexels-photo-8831810.jpeg,https://pixabay.com/get/g6b92b164e267ca5562450ac0b87c3abc18d12456a23390e7858ade2bda1c4f7e7c7247abc44d68a3c66fb1c21878f917bf5ef2ac384e92966a8ee8ac364d2a24_1280.png
CARDINAL,fundamental,fundamental,https://images.pexels.com/photos/20992934/pexels-photo-20992934.jpeg,https://pixabay.com/get/g54bf02a67d34885e5ee2e737abef92a620f24f714580c7d7715c8baca12d7cc734281c671979916554ccd96440dc386c4313727b9689ae56be5d59bb710d5c4c_1280.png
CARNAL,sexual,sexual,https://images.pexels.com/photos/11667789/pexels-photo-11667789.png,https://pixabay.com/get/gf5b50c740da575d064c31c9d27b2c8ac844ae2cb3393d4f70873ceef609b6c875a13668a7f1975a48e30be65069c8d658d3b261ee57567423fe8a8ccf1bc5182_1280.png
CARPING,complaining,complaining,https://images.pexels.com/photos/7640788/pexels-photo-7640788.jpeg,https://pixabay.com/get/g1dc8f8b225c88b52ddd8ad7a72b3086b4040b386ed5da938fedce4787dd5607aa3d5e844de68098be751dbe4b9abe571b9821c04245737bf4e65ddfc117ce7f9_1280.png
CARTOGRAPHY,map making,map making,https://images.pexels.com/photos/17184739/pexels-photo-17184739.jpeg,https://pixabay.com/get/g25d1d54931e9a38bf0c657c8eab545dfa11a12a91ba5dd1d21b75604da7f5ca6f58e647da731fe1e57977bc8a208de4a068748aeaf446085f7ae5d6dc60ca25b_1280.png
CASTE,social class,social class,https://images.pexels.com/photos/8617961/pexels-photo-8617961.jpeg,https://pixabay.com/get/g6728a41747377756b829e2d7af77b296703b5d82b666c7a9531cf31b64804993db75badd0f82682c1277aad34c38c023ceeb78718b647e36c97e3f5ccbf9c260_1280.png
CASTIGATION,punishment,punishment,https://images.pexels.com/photos/7640805/pexels-photo-7640805.jpeg,https://pixabay.com/get/g8ae35eee84a6f720de3735833e1528130a314061692f5cfd1fa47e3c0e6b5a04c8d2b5558df599e490b4ad3e9eebb1950bcfbd482257c86d1c0f10fe251876fc_1280.png
CATACLYSM,disaster,disaster,https://images.pexels.com/photos/16533321/pexels-photo-16533321.jpeg,https://pixabay.com/get/g2bdaa9269b3b5f3d8d9700a20f4053cfd5efac4d1906af29ce2ba41b5c1dc1ca2b02d13a3e435e182bbc3026e76f2535d2878a6951ca9d4fdf5a84b5c5dd530a_1280.png
CATALYST,trigger,trigger,https://images.pexels.com/photos/16070479/pexels-photo-16070479.jpeg,https://pixabay.com/get/g5a4837a76468bce9a6f0d0be47f728772f31f70cccc58bcd114788723be071f13d4734bef29df513079dbd91f9147b66be2e832d1638d0adb665cc576828e1b8_1280.png
CATEGORICAL,absolute,absolute,https://images.pexels.com/photos/12456280/pexels-photo-12456280.jpeg,https://pixabay.com/get/g832b5bf4cc2500bf3f3f146b8d163e32f15d01b151f1f6f41827bd17875eee14660de628958d5014804b39491f0894fa152fafd237b782d639222de8e7382063_1280.png
CAUCUS,meeting,meeting,https://images.pexels.com/photos/7640741/pexels-photo-7640741.jpeg,https://pixabay.com/get/g45a0982ec958a7766a65c31ae6c27582540cc2e56cbeaa93c4d4e0fd3e2d7aea90b792efd25db6ceac51e78e083ba4764df8e285ea5424b7447a3976f7179ed3_1280.png
CAUSAL,relating to cause,relating to cause,https://images.pexels.com/photos/7640788/pexels-photo-7640788.jpeg,https://pixabay.com/get/g88a3dfff3f787febeeefbd3038ba5d5a05891c68b5f28052e3217937361ef617be1704a30fe01cd06266ec8a5352b26144123b2f05c34c115f444e531eb38212_1280.png
CAUSTIC,burning,burning,https://images.pexels.com/photos/5573625/pexels-photo-5573625.jpeg,https://pixabay.com/get/gf85c704c7b11716bd5836f31ea921b5db8109ac5adaf628705a5bf6a226466faf9e744f7f9390acc41a0549741e4b3ce1796741214bf294f95655d94e9a2451a_1280.png
CELESTIAL,heavenly,heavenly,https://images.pexels.com/photos/28388318/pexels-photo-28388318.jpeg,https://pixabay.com/get/ged04ad082a0a62b2950bacf716de4e8ba91f81d5a1aa4a578d26e797cf2914a55539d36a92f22455493158d3ceab830e_1280.png
CENTRIFUGAL,outward force,outward force,https://images.pexels.com/photos/29285852/pexels-photo-29285852.jpeg,https://pixabay.com/get/g1c677940b2270cf9d9e0ab9181bdc0cda7d1fdd9350e9f459a195e09a89d9ec569b1224c167c7f7f81c37575e6e0e0ebbfeebd9a28dd40487db6a7deb7a6f6eb_1280.png
CENTRIPETAL,inward force,inward force,https://images.pexels.com/photos/6121941/pexels-photo-6121941.jpeg,https://pixabay.com/get/g49399b720702ac5ddcb268da4cf2568d8eaa4f8df745f2f47f16b502773d8c13168dfa94f1f651f5b006718f355f7535ef169eeea97e2456175c50e591dd0e7f_1280.png
CHAMPION,to support,support,https://images.pexels.com/photos/8867475/pexels-photo-8867475.jpeg,https://pixabay.com/get/g3941c3975a66df7d0a6376c82a80b6745c06cdc500215d650cb8f218e6d39f38458ec5cb5a58b402954bfa0c6dd5a42ee8fe0295f576110cbf65ddb9ff474d1e_1280.png
CHASTEN,to discipline,discipline,https://images.pexels.com/photos/9271155/pexels-photo-9271155.jpeg,https://pixabay.com/get/g32b1c57ffb622d041f45f093f844c3482506596142e3b0de5efcae7646fcbec1be4c7e202bc9af39d4b03a82169340051f2c42fb89102ae6f8ed5f6e6f35b197_1280.png
CHICANERY,trickery,trickery,https://images.pexels.com/photos/13537948/pexels-photo-13537948.jpeg,https://pixabay.com/get/gc411a282ee61df26d0a8d2eddbd90b95d95007f67bd5b61a9f236c3782e8c1850bae3a3d4491206e956bd953732b1fcee29b82a8930ee82bec9722d080f209d3_1280.png
CHIVALRY,gallantry,gallantry,https://images.pexels.com/photos/30386568/pexels-photo-30386568.jpeg,https://pixabay.com/get/g33d41951b5b3bcd928d36a8cc99009282eb50fd5f96a15e3d9f58eeb7e977a16e48d4d4d496780c5ae1580d5c603dbee882048f3dc15168e375dc36d73007c99_1280.png
CHURLISH,rude,rude,https://images.pexels.com/photos/8832238/pexels-photo-8832238.jpeg,https://pixabay.com/get/gb48438a03232828eaad9bb994013be28470fd29827f2a7f28ad6533016d884ea61f12196ffb986be0280b794ba3904aba5ccb00f9c18f9b0d93462c6e98712fb_1280.png
CIRCUITOUS,roundabout,roundabout,https://images.pexels.com/photos/29223499/pexels-photo-29223499.jpeg,https://pixabay.com/get/gb34cbe58af3425068bec1450626d1214902ff9ce460f5cabb347cf60e6ad04b89f53bd7341d154c5d23e85c13aec7d0cfd1068374389e44f35a392634a1f3b1f_1280.png
CLAIRVOYANT,psychic,psychic,https://images.pexels.com/photos/30828553/pexels-photo-30828553.jpeg,https://pixabay.com/get/gf6964e77e361a55ef7be6104e1cb431e76d09339642b3edf364be5b05fc593817bab6a342a5f96c7cfdb9ed0ede7247772b61d6461cbdca0b40ece6f8358de51_1280.png
CLAMOR,loud noise,loud noise,https://images.pexels.com/photos/20833064/pexels-photo-20833064.jpeg,https://pixabay.com/get/ga8b9ca61bfb68dd2cea4b7de768e2fb1961f2e72c787f5eb1a49c6c0372d5265d990d55ab7a4e2b2f0d27f04a32d300623bbcf7b200a82d9e562d502dba3ead6_1280.png
CLIQUE,exclusive group,exclusive group,https://images.pexels.com/photos/29334668/pexels-photo-29334668.png,https://pixabay.com/get/gc0004f32632192fc372f4bbc25893ca4c437c84b278d62fe018de056499a27e64f7c573b9c72bfe0a1a927d1b62aa19056ba0d3be8f102f3ba23f7019ac88fc5_1280.png
CLOISTER,to isolate,isolate,https://images.pexels.com/photos/36203387/pexels-photo-36203387.jpeg,https://pixabay.com/get/g128b0edf1630c508e8dcc9c1167658a79a9ae031ffed25a10d517fd627026624b8af44f3b6580006e93bb4b7d6577686_1280.png
COAGULATE,to clot,clot,https://images.pexels.com/photos/12948557/pexels-photo-12948557.jpeg,https://pixabay.com/get/g686a1f95403d483b8e986790511b2833091ebcc3fc4caaa3b08341532aeefb96145f7d1de916ce9b54bed2973ae6f90c5e43020c2d9e8c72775051a02d5bb1ce_1280.png
COALESCE,to unite,unite,https://images.pexels.com/photos/28386258/pexels-photo-28386258.jpeg,https://pixabay.com/get/g4179b26f86ed5c4bd7bcf536d8380dd0887d029d7b9971173f2163576cdc364fd17e3ace5b7aa4726038c3c5fd06b2faa4fd80d631f5d64a1f5d4bbcfd5b0f76_1280.png
CODA,conclusion,conclusion,https://images.pexels.com/photos/7640433/pexels-photo-7640433.jpeg,https://pixabay.com/get/g816195440928edf42fd4f24709d32d1c3063a3b50ebdb23af723de675a11e7f83d342e13844b0c302208693e8e6b7a9e16abbbdbce5f7f97836a364971594134_1280.png
CODIFY,to systematize,systematize,https://images.pexels.com/photos/7793173/pexels-photo-7793173.jpeg,https://pixabay.com/get/g8a75686e1ae2dbfd7eaf5ce1a3d01ff846a7260d3317e1501185e839900f6b4b67825fe60a0eb645203254cdb32c121e_1280.png
COGNIZANT,aware,aware,https://images.pexels.com/photos/33851872/pexels-photo-33851872.jpeg,https://pixabay.com/get/g02ac2d3f6bd7eba17f1ab9104e155980946ed0b57cb0f4b612bc24dc75223a5c14857b9ce29c83b82752d3edb44456c9_1280.png
COLLAGE,artistic composition,artistic composition,https://images.pexels.com/photos/17307177/pexels-photo-17307177.jpeg,https://pixabay.com/get/g99d30fd453a54b03e9e5d1a0c688c187a4ab911927a9f942bdc4235e5508bb0129b5ed6cdc043038025bddfae53d24197f6f8490f713205b388bf8c0c3f0a829_1280.png
COMMENSURATE,proportional,proportional,https://images.pexels.com/photos/27643424/pexels-photo-27643424.jpeg,https://pixabay.com/get/g15de9ecf6078ad2cc2b2333831eb5838d2c9b76b0cb8aca33cc55daa0b38ffecfbc81d9c248025c45efbb1a77d7c3fe1c3e213d5b822fe5634895a11cbd58dc3_1280.png
COMPENDIUM,summary,summary,https://images.pexels.com/photos/29765799/pexels-photo-29765799.jpeg,https://pixabay.com/get/g3cfb8dc2f246065d3dd405d3d0ab293ab87e5dea66bc4ca9a0d6437223fe6cb1e50c9a56406754ddfe6da816ab44780da2d400e56d4e860d9cf03a6e1d5f6c55_1280.png
COMPLACENT,self-satisfied,smug satisfied lazy,https://images.pexels.com/photos/6094038/pexels-photo-6094038.jpeg,https://pixabay.com/get/g0665d77bbbb051200aff403f2981f8cc8b0262b596afba500d432f9c449a974b0b900b26cc9942f7d01255aa99066391fa764126ea16ad13fb981aae7ca8335b_1280.png
COMPLAISANT,willing to please,willing to please,https://images.pexels.com/photos/12561242/pexels-photo-12561242.jpeg,https://pixabay.com/get/gbf444ec97eb2daab57866465f05f2b39b9170917011d6d63cdadbfc2686cbb8cee49cfb988b7b19ea839481699fbf224fa2f5aef760ee52085c524d97e84abfa_1280.png
COMPLEMENT,to complete,complete,https://images.pexels.com/photos/6682476/pexels-photo-6682476.jpeg,https://pixabay.com/get/gad19b59b82b89e24ad03e282441c69d2ee0c447c48c9b601aca8780f8d7b10ca6643464d6fb92a7beb9ee1cfeb946d2681f43ac8ef8c7ca3e7fdac16ae7d7b3f_1280.png
COMPLIANT,obedient,obedient,https://images.pexels.com/photos/8031870/pexels-photo-8031870.jpeg,https://pixabay.com/get/g7bf7cc5399b15f2c98394961839aa2e6add6eaaf7c25285d5a617560bea22b90358bd7c3c94e554e81df4d0a7ba8e0f1_1280.png
COMPUNCTION,guilt,guilt,https://images.pexels.com/photos/6144393/pexels-photo-6144393.jpeg,https://pixabay.com/get/g2d50db3726a3f8bd460e6ce96186a499ab744f7dd9828c3340a448c16af9722c6a6f3b3b574f982598ca4bd00c713a35f1a08f201b676c992bc9594a66820781_1280.png
CONCAVE,curved inward,curved inward,https://images.pexels.com/photos/8077233/pexels-photo-8077233.jpeg,https://pixabay.com/get/g7e590b809baf0c23f58e82daa7e520f269d37d866c4292c6a5fb99da187b12c94d81e96faee12418155ba66a7dc038264dfb4957bb41ce894182118d34f34626_1280.png
CONCILIATORY,appeasing,appeasing,https://images.pexels.com/photos/7640788/pexels-photo-7640788.jpeg,https://pixabay.com/get/g2b9198d256248d8a720687b1b1d352c3ab31e61a22d6e82dc129d60f45510b4f0066ef4e05dd5d03932befa10d6acb6dfceb390c5ede2e1e77a6d9798d5ee7cf_1280.png
CONCOCT,to devise,devise,https://images.pexels.com/photos/8366383/pexels-photo-8366383.jpeg,https://pixabay.com/get/ga529a5c1ef1b12fd88bd060e6cc183e98acb773e45549ca5d4ecab83e9af31f6b734b711a10c499f9da9ec9a02e3a7e543ed60d7949a53523d67ac659761ff6d_1280.png
CONCOMITANT,accompanying,accompanying,https://images.pexels.com/photos/26807057/pexels-photo-26807057.jpeg,https://pixabay.com/get/g3df5e6aa1bb0ba7326310468b59900dbff349b763ac2c5de5191d7fe2629a3525e5932cc802f21070bdbd69d7ed2495df9a7a20518d88821323f3aad487834d9_1280.png
CONDONE,to overlook,overlook,https://images.pexels.com/photos/12229305/pexels-photo-12229305.jpeg,https://pixabay.com/get/ga2a5e392b871bcca372e6f1c8d38512ee794691dcdd9b871e54c3123cee6e177d2610916142b8f063bbfb43bdba82a5e_1280.png
CONFOUND,to confuse,confuse,https://images.pexels.com/photos/14997034/pexels-photo-14997034.jpeg,https://pixabay.com/get/gfb01e4ffae4d4b9029da7a82c4698837c948fe58b11c0bfd7dfc3979db36bca4592bd12bcfc5cb63d6bcbd335c99fb05387258d4ec5d963c9bf0f993d61e4ea1_1280.png
CONGENIAL,pleasant,pleasant,https://images.pexels.com/photos/908986/pexels-photo-908986.jpeg,https://pixabay.com/get/g9433fd618e51ff63c910f29f0ad6d9a9363d8407d5f7dd4547c3ea823056fb3ec01600a70848dea0210539defb566325cf7d4deffad7a88c422b06ce08fd3a4f_1280.png
CONJUGAL,marital,marital,https://images.pexels.com/photos/27936090/pexels-photo-27936090.jpeg,https://pixabay.com/get/g7c5ea0c09d47bd90c91249b5b2bea74d155b1cffcf896ae9a803d91b7649a2195672eb6348174831096d3d01d9d817cc0f1d5bc42a839320b4507ee8cf93809a_1280.png
CONNOISSEUR,expert,expert,https://images.pexels.com/photos/19601385/pexels-photo-19601385.jpeg,https://pixabay.com/get/g41c68e0ca3ba382d065fb6b90f52f96ed7636bb43dbf0304e36baf134e1e44ed0bda35c2046185037124f59b3e4dc63466f7dcb93b988cd5db4448aa259fd4c1_1280.png
CONSCRIPT,to draft,draft,https://images.pexels.com/photos/33761244/pexels-photo-33761244.jpeg,https://pixabay.com/get/g3b81f508e0d636c7378bda0839bd353fcc323716d9e36387c5402cb483943657502576d970573d6177beba59a5f43e6b0b21f844c3fd79de12d24d7d00ec917b_1280.png
CONSECRATE,to make holy,make holy,https://images.pexels.com/photos/34192029/pexels-photo-34192029.jpeg,https://pixabay.com/get/ged0addaf8b926a0710ec24b91343e549aa27438bf82873ce5e5e100a36298575cde85728c2b27b3b2c1ad1b5b602cebf762cde48e21e93096e08f5a9feed47ac_1280.png
CONTEND,to assert,assert,https://images.pexels.com/photos/32114787/pexels-photo-32114787.jpeg,https://pixabay.com/get/g8ccd2b10b7998a8e80262c6cd903050dce7a7b1d859e1b9faacd8d5cb4764d6827b3b6a5a30efe22bd1f555c2fd8ab1012414f968581a6abbf182c86e2b50487_1280.png
CONTENTIOUS,quarrelsome,quarrelsome,https://images.pexels.com/photos/33820660/pexels-photo-33820660.jpeg,https://pixabay.com/get/gf8381e0b9f8a99e1b304051d4585a5e135c84f25ad7f4a8e6173dc124b44c40d6903da3f54a09659ee902d844f7c339c41750f583f9037fa24a01e383f5de33c_1280.jpg
CONTIGUOUS,adjacent,adjacent,https://images.pexels.com/photos/1586148/pexels-photo-1586148.jpeg,https://pixabay.com/get/gc3cb978a15e2b498981cc4830bcd0f699bca987afcb0d248cef8471b541b225ca2d9c7fa117dfd778319f76dd9477b11e19664915e9611e87fa8eb0a4e94b23d_1280.png
CONTINENCE,self-restraint,self-restraint,https://images.pexels.com/photos/29479897/pexels-photo-29479897.jpeg,https://pixabay.com/get/g88871593f6bfd47165332b2f335ec524134b3d66fd26f10f24f872fbd057d92a3579bdb90d526ebeb38128a272066a98db0cd9c29878c5c6f3bd658611ba46d0_1280.png
CONTRITE,remorseful,remorseful,https://images.pexels.com/photos/13733032/pexels-photo-13733032.jpeg,https://pixabay.com/get/ga89778110a6bc01682b24ea768f884c21fad36a1ebcaaf1b67a3ce3c30123eac63f0358120efb3b863a57427f17b44e9b44a8238bb2f7914d0408694ff43fb66_1280.png
CONTUMACIOUS,rebellious,rebellious,https://images.pexels.com/photos/7045185/pexels-photo-7045185.jpeg,https://pixabay.com/get/ge16c5ecab651f52c0c9375f0a74f6a32e2903b8956f290494263bc9f21ed4d5112886b8898e7d66693d9317c71c8d6c08bfd521649b85fb418971b898dfa5254_1280.png
CONUNDRUM,puzzle,puzzle,https://images.pexels.com/photos/4309153/pexels-photo-4309153.jpeg,https://pixabay.com/get/gcd81bd1e961af0e3d381824b9d19ac7313a71bff29fa93e9f74775d9b041aa2bceff1e98de2bbfe89f5f0a1725e737f3659c78a48d8bcf95d36b61a72a3aa0ae_1280.png
CONVENTION,custom,custom,https://images.pexels.com/photos/16197108/pexels-photo-16197108.jpeg,https://pixabay.com/get/gc2519a332210f44fb0505fcc99892845bc752fe0f9c9769f42491a201c984c16c648b17da0944ac65070bfc36fbe94ed1a7cdffe54cdde4926541a5380e6525b_1280.png
