Word,Definition,Image_Search_Term,Image_Link,Sketch_Link
APOSTATE,deserter,person leaving group,https://images.pexels.com/photos/18647362/pexels-photo-18647362.jpeg,https://pixabay.com/get/gfa1b21f5918bad298fc6a4b135cdb646d7a51aaac4cdd545f98035e4d8056845f969c2af388f62d3418fc8abb251312675cb73bb4d99315702a99e16e60f60a5_1280.png
APPEND,to attach,adding pages to book,https://images.pexels.com/photos/4170628/pexels-photo-4170628.jpeg,https://pixabay.com/get/gc4edcf7cdbc6c02ccf76407669cf401d767f39b3b9799005949027222fe82c52444e569bbda63c36c27c9f57b23485914373b8380be091886a68d4809f09bad7_1280.png
APPREHENSION,fear,person nervous before test,https://images.pexels.com/photos/36718238/pexels-photo-36718238.jpeg,https://pixabay.com/get/gfa9574f4f9f17960b8b6ac6d2a942076e5abead351d843f763c143e73bd22554fb28f78cdcb5ac3333796c539e8bfbc079d91cfa33178aec5a72c27b03dfe740_1280.png
APPRENTICESHIP,training period,student learning from teacher,https://images.pexels.com/photos/28589227/pexels-photo-28589227.jpeg,https://pixabay.com/get/g870c5781d83b8d318dec2ea2df7ed932bf24433b620742127f8f26b3478edad559624202dd9301a9429f5bc250e5dfba994cc9637d9194de50b700283983caf8_1280.png
APPROPRIATE (ADJ.),suitable,appropriate (adj.),https://images.pexels.com/photos/37109655/pexels-photo-37109655.jpeg,https://pixabay.com/get/g38b0258015ec2997d2fa777e74a3f318f6be43ac90a926db834dadce2e2b3752ea43f6bba92888842a526a5cb186072ed197c637bea5f8c010fc1eb90fcbf6d8_1280.jpg
APPROPRIATE (V.),to take,take,https://images.pexels.com/photos/8911655/pexels-photo-8911655.jpeg,https://pixabay.com/get/g5147ce9ba2664a8a10ee10430283b6ad0986b7eca90129d8b1237bacfdce30573df5c5fa09c498fafe6c51370808a2001f47f6a0c448c8324e4dc74d388b132e_1280.png
ARABLE,farmable,farm field with crops,https://images.pexels.com/photos/27866527/pexels-photo-27866527.jpeg,https://pixabay.com/get/g5804d05e2ebc8c408a6f75f48770ddaa659eccdd5648136650b4f359b3f2ed6496858a86c6f019bf7f670d62360c34e8faf8697cc1a7e523ca0e953b774b1308_1280.png
ARBITER,judge,referee making decision,https://images.pexels.com/photos/33094639/pexels-photo-33094639.jpeg,https://pixabay.com/get/gcb54e69c93b5a3354d14aa73d4bc2e7445ee862e4ed5fcaeefba318128287a5d2d900f3f94055a8effc5ad75b09ecff49d38351daa51172e3bf6d6637c826af9_1280.png
ARBITRARY,random,random number generator,https://images.pexels.com/photos/32662317/pexels-photo-32662317.jpeg,https://pixabay.com/get/g8d02aabc5ae0efcbe444a5012982ed9a47927b631e6c49e5eae3b3847f47ca816a55185f4750aecd43799b48facd8188c0a30bd2877d999bf4776e18488ca3e1_1280.png
ARCHIPELAGO,island chain,islands in ocean map,https://images.pexels.com/photos/33630890/pexels-photo-33630890.jpeg,https://pixabay.com/get/g9770731a12d433b81c0a03a630fcffdea96d846c64c86266809b6b8a7c8653dfde061b0136a54644210a33a35939f101_1280.png
ARDUOUS,difficult,person climbing steep hill,https://images.pexels.com/photos/30090786/pexels-photo-30090786.jpeg,https://pixabay.com/get/g7caab08ce2e1c270714d2b1adc881f5ec5fd7eaf4f8910df5f10816a67d42cdbbbf2f778ce9b033339a58cfebf7208de756cf723c685dcf831e0c2cf23cfe214_1280.png
ARIA,solo song,opera singer performing,https://images.pexels.com/photos/20600733/pexels-photo-20600733.jpeg,https://pixabay.com/get/g88ec44b5551220dea6c85d77d042fbd201e4607f95cc3287dc78e594173f61b20e994b00b7b7a161189219ed183798a8921b8ac637e231b2e352cff2faff5b36_1280.png
ARID,dry,desert sand dunes,https://images.pexels.com/photos/11903171/pexels-photo-11903171.jpeg,https://pixabay.com/get/gb3a280b1384c54f8552c7af724dac6253147e687290fcd3fabc3ff35b5930aa19f56e95194eb257b18c6a9000362496e53d1d08379378765465e3f94a2e5043e_1280.png
ARISTOCRACY,upper class,castle royal family,https://images.pexels.com/photos/31108570/pexels-photo-31108570.jpeg,https://pixabay.com/get/g0b156c8c394b683073c9e1c3c0f411b3bb44cb5eef88bf14c313ee57773d9f9d0bc8c9560420b7478ffae861f6fbf98c_1280.png
ARROGANCE,pride,person with nose up,https://images.pexels.com/photos/35725749/pexels-photo-35725749.jpeg,https://pixabay.com/get/g67aee5dbd6dd3664e45e7486b89c5d8d5286892be5e852d3c0e81f1952f2d1f78a356475c2f7367aa07ea4bd89e2a7304d7462e6befe54da7b769291927ec81e_1280.png
ARTICULATE,well-spoken,speaker with microphone,https://images.pexels.com/photos/31050364/pexels-photo-31050364.jpeg,https://pixabay.com/get/g411feee3c38c9fa254b0f5e82970f00389c5f8989a4c0bfe19b6a4d1a7fa4e50cf4d1f1ad0a698fb53510c3043af95de1479344ba1150742d18e6b4ce8a21832_1280.png
ASCENDANCY,dominance,person rising to top,https://images.pexels.com/photos/32601178/pexels-photo-32601178.jpeg,https://pixabay.com/get/g798ad28a866535c1ac1b21981ed21e8b8d3ab03c52d15069e168d56e1aa21880e4bea090ece72c745ebaf47d0da2eeebfd166fbd06bd68c380f02554243337fc_1280.png
ASCETIC,self-denying,monk in simple robe,https://images.pexels.com/photos/19343325/pexels-photo-19343325.jpeg,https://pixabay.com/get/gec9a0b65cc5340f86723bc312340560c2687aeb3c59fdb193f6b93ab65c6e84fdb49da3c7548aa448287d5a4cd731975d7f6611e30b93855f95f841926656976_1280.png
ASPIRE,to seek,person looking at stars,https://images.pexels.com/photos/29136157/pexels-photo-29136157.png,https://pixabay.com/get/gc59f30b1ea1a82545da0cdc7995f5e846133df5fa297dbe1358f9099f4982c3a2d72a73649267f7216dde092ac14380b_1280.png
ASSAIL,to attack,person defending against,https://images.pexels.com/photos/3762802/pexels-photo-3762802.jpeg,https://pixabay.com/get/g8dc68ad5786837dec46a1cf0ac372705c33cb0b543a0d9757bb63c45bbdb8f7048da4ed29586b5fc8ea2bbd0e558cb4dd7057736ab5868e8da994ea492b4363e_1280.png
ASSERT,to state forcefully,person standing speaking firmly,https://images.pexels.com/photos/20640499/pexels-photo-20640499.jpeg,https://pixabay.com/get/g86c4364738bc23f3bc41b6bced61a8c3bd80246b0462f0a14ee8173a71a1b5c1146231bac8e9dffe5746386c5ecac8617daf4e755dc296a5d7f59a42d66d589b_1280.png
ASSIDUOUS,diligent,student studying hard,https://images.pexels.com/photos/20819787/pexels-photo-20819787.jpeg,https://pixabay.com/get/g25601d95783431eb03285d4b470d864efb3e5bb55527a35f5b91d82a00a1631459497b60bd35d1634ec81ac5682b3d02df57043ff599a94398efa4ef5ce98844_1280.png
ASSUAGE,to ease,mother comforting child,https://images.pexels.com/photos/28589227/pexels-photo-28589227.jpeg,https://pixabay.com/get/g7a081889f283b5c06549493d5d011b2250a164520f6ff6d10f094a4ee85f2e34edf1092c111595f30b39359a84bc37e9f3494be551f35d2cd10c194229e499dd_1280.png
ASSUMPTION,something taken for granted,person assuming something,https://images.pexels.com/photos/3762802/pexels-photo-3762802.jpeg,https://pixabay.com/get/g9a4c6913a426427a344977216162513ac9fb6cf1bca7d5853eb30451b806b13a5f9a6f0c44577b27c37e32927bab6b159ab0910c185009b50f843e4e20febb83_1280.png
ASSURANCE,confidence,confident person smiling,https://images.pexels.com/photos/6102841/pexels-photo-6102841.jpeg,https://pixabay.com/get/g82ae59de31ca8a5165472713be15b53da84e6665927e3b4cd4b4c7ee20bcb963f16b8d68bc83a14a6a7c76c81909c54d6a2df36cbba621c58b0fc5294dbad479_1280.png
ASTUTE,sharp,detective solving puzzle,https://images.pexels.com/photos/13537948/pexels-photo-13537948.jpeg,https://pixabay.com/get/g6bdfc4d0f25b837e8f85c31765652cd998b0bfaffdd760dceb5c670c3900a50f70a31da324fa28a75e73d9b9d199eb028b50fa1569d68f4865c8d91a2d957e81_1280.png
ASYLUM,refuge,safe shelter building,https://images.pexels.com/photos/14424116/pexels-photo-14424116.jpeg,https://pixabay.com/get/g58e9a75056878fa2cdbba0f101dd44deee48308b18d572c36c41a6332b79fe2402deecf9d3c1f7cdbfd06c1508a1063fe8250767876e1255426a3df51b10b249_1280.png
ATROPHY,to waste away,weak muscle vs strong,https://images.pexels.com/photos/29358205/pexels-photo-29358205.jpeg,https://pixabay.com/get/ge1a149502ea8ae1584cf0e14bddb8649df0ead862dc43faf66adaeb1e83574f0adc9e9a75b031f45991aa8c4e08a459e2995c3642b432c5276ca40da0bea8915_1280.png
ATTAIN,to achieve,person reaching top shelf,https://images.pexels.com/photos/20640156/pexels-photo-20640156.jpeg,https://pixabay.com/get/g5d69dc7c873f5b95b26aa1747a9e0863732ffc2a88507812a5d1c881ed13bb743fb35ecf011c461b5f2779d3410d6f8c_1280.png
ATTENTIVE,paying attention,student listening carefully,https://images.pexels.com/photos/37109655/pexels-photo-37109655.jpeg,https://pixabay.com/get/g22ba87819623cfaa47cfa08dbee6d8bbe70540b630d23eb03e2b1000456aec815686fc4bd3506994900552252619b2e9ccc012b8a2d517e2cd047ce95a0f247d_1280.png
ATTIRE,clothing,formal suit and tie,https://images.pexels.com/photos/28442318/pexels-photo-28442318.jpeg,https://pixabay.com/get/g8be0cdffba8e7089f193a60adb6066dd33d1e78c0821d0de986a5aea695f5d41e494acce8e2b3564e22601485a2e994a6e09da38a93ba7e1aa79c3ae4bb7414d_1280.png
ATTRIBUTE (N.),quality,quality,https://images.pexels.com/photos/31034509/pexels-photo-31034509.jpeg,https://pixabay.com/get/g7e8466274b6d459626eb69ea8ce02f5509e9d3926b511d2aa6cd8dc28495212428b6eb38d7b1a520b5e29abadcf9bbba7c101fb96d0759751f03ce9cb388edfb_1280.png
ATTRIBUTE (V.),to assign,assign,https://images.pexels.com/photos/12497792/pexels-photo-12497792.jpeg,https://pixabay.com/get/g74581bc2d9ca4940f78fc2ef3a97a5e48547223729d951db04c0d8538d2d2ba673da6c2961f23661cbce8b36bfbb0ce706eb57d24e7046ce88eb43155891a49d_1280.png
ATTRITION,gradual wearing,rock wearing down to sand,https://images.pexels.com/photos/13537473/pexels-photo-13537473.jpeg,https://pixabay.com/get/g1eca4e7c130c44dc3ed3edec7c6d5797e66fb965e3ce795659f99bb704a28bd9b2a87b812dd009cce35fdf3fe0f86855e35c24bacc94f7f082ed8f1c28ca4a2f_1280.png
AUDACITY,boldness,mouse standing up to cat,https://images.pexels.com/photos/31965431/pexels-photo-31965431.jpeg,https://pixabay.com/get/gbafc840d72a61f8b6dbcce9a805babae5062c81a9a0e5b4366a932b36852d9d97bb695e32c3a93aac30865b7a38fd7550b14db76296a9ca1137af176788c009c_1280.png
AUGMENT,to increase,adding more bricks to tower,https://images.pexels.com/photos/32910577/pexels-photo-32910577.jpeg,https://pixabay.com/get/g04a6ad54ece7d5be3d8e31a4c0561968e2c99965f6638890a0f5065381f425e649c4aacbb9201b4e3219ddbdb2837fd9becbccd091b49e2a9c7b310a75556bba_1280.png
AURA,atmosphere,glowing light around person,https://images.pexels.com/photos/37109655/pexels-photo-37109655.jpeg,https://pixabay.com/get/gc027139a91fd7a30c1f3c87dc706d02f465cf4c812902c23f0f24e6b733fbd94d31d4cb0320863074848e92d583e4a8e2028f32d8f6567c49267f6af86204fa4_1280.png
AUSPICIOUS,favorable,rainbow after storm,https://images.pexels.com/photos/9012395/pexels-photo-9012395.jpeg,https://pixabay.com/get/g81deb14d628c6cc84292453f59e03f721da0400cc09a5fdcdf92d4acdab259299add1c9affe01c1715bf20ab06a7a330910a0ca6f8b61a56f056ada3ed5465cb_1280.png
AUSTERE,severe,empty simple room,https://images.pexels.com/photos/14781780/pexels-photo-14781780.jpeg,https://pixabay.com/get/g3ad92f1db276e2c95440ed1266dfbf1bc6954d8d3c8a1ca6f7a06cae356c8e63efb5d0803f29368599d88a9d080b574a4db1593cf03bd01310c4886317c0222a_1280.png
AUTHENTIC,genuine,real signature verified,https://images.pexels.com/photos/31815432/pexels-photo-31815432.jpeg,https://pixabay.com/get/g0b682c0179a06e1e046193c0ef261fbea4d061a8fc59816e0ebcc88793f15592e022443468e84496de4a554b99915fac1c3b02d9ce647998678803c3e0696ca6_1280.png
AUTHORITATIVE,official,official,https://images.pexels.com/photos/28181734/pexels-photo-28181734.jpeg,https://pixabay.com/get/g029194d7b7423fa83fd8ad64c3d1fa05cdbfaf5e69fd327078c2ccf1a3d8b8416e2086b45274cbbdcdc86585b0fd498cd9de4b8736c12a25fa2e402ccf1dfb54_1280.png
AUTONOMOUS,independent,self driving car,https://images.pexels.com/photos/14848422/pexels-photo-14848422.jpeg,https://pixabay.com/get/ga2a277363690b2c5cea08d12decd1fe5b033ce60c8d6f559d9e447d7be3479adac95d8bf6b2df741eda372d000b28341350bdc98bd428e005cd2cedb623e8347_1280.png
AUTOPSY,postmortem,doctor examining xray,https://images.pexels.com/photos/12454146/pexels-photo-12454146.jpeg,https://pixabay.com/get/g784c68b347c72e21ddb194b15a950d39ee6b46de1e822cee9c01e30b8124562efa93688b3a599c10a94be03406f6ea640b10d24782a821ef6eb3068c7dbde220_1280.png
AVARICE,greed,person hoarding gold coins,https://images.pexels.com/photos/28552621/pexels-photo-28552621.jpeg,https://pixabay.com/get/ga08359d2b274018ee231a964305f6163f73b697493ca8c7b4fd11da9faabb9017aca0d2c2f25d7db9ed2af6e450a31d54963079a76565e5e68f007c2d9273218_1280.png
AVERSE,opposed,person turning away from broccoli,https://images.pexels.com/photos/3762802/pexels-photo-3762802.jpeg,https://pixabay.com/get/g63f6cf505fd77532a1dfbd4db0800c3776d124416d9e7f42735b13297440e9574ed8d35aceac616db0dac9f6d743dc27_1280.png
AVERSION,strong dislike,cat running from water,https://images.pexels.com/photos/35044364/pexels-photo-35044364.jpeg,https://pixabay.com/get/gfb9902be22163eb90833dc1f887941bcce8e7474fe7b94b6ae83b3d13ab3b74b4fd4cf6fce55065626b1823da045454da3533b3902bea890ecf836688b7d1390_1280.png
AVERT,to prevent,person dodging ball,https://images.pexels.com/photos/18294743/pexels-photo-18294743.jpeg,https://pixabay.com/get/ga8827418f6ab7d3983cd9e74b4153512c9baa18315377975afba127402950f1a37e97f4b5933176ce1df9c96e6373337b0a62397437a7e7f308d8b534c07e822_1280.png
AVID,eager,person reading many books,https://images.pexels.com/photos/20640156/pexels-photo-20640156.jpeg,https://pixabay.com/get/g5088d1026834830b2c41f25e72788cba9c2d23ab1ca3260d8e422d2bdf763a6fde4150d8a703d3ad7e2a59a543f3efdf1633e28ae3f53c8b1509a71673323879_1280.png
AWE,wonder,child looking at dinosaur skeleton,https://images.pexels.com/photos/34341797/pexels-photo-34341797.jpeg,https://pixabay.com/get/g11f95eaa78e5612d957d31f2f639d21f0ba0127f13e3c572970a8ad12f6931edc13ab6c6490e3a45582ea9d527e2a26d200d5bd30e1f5b95de489816ee158a14_1280.png
BABBLE,to chatter,baby making sounds,https://images.pexels.com/photos/8981846/pexels-photo-8981846.jpeg,https://pixabay.com/get/g9acfedc2740b627874f8f164fe2c5f6176fb4c7a8b878bed52690a11761e6c6c4c86b5f2a5711ef9afece592d4c1b81bc9366654a399e91f5a8120a47cda0469_1280.png
BADGER,to pester,person asking many questions,https://images.pexels.com/photos/3762802/pexels-photo-3762802.jpeg,https://pixabay.com/get/gc4d7e2e59c3f862deeb24d8853a640a569fcf9fcdcf36fa6f0755c93cd27a63b38d2d7a9ec059c060fc4228502e034f198a7e45a4c2fdceacbec27e3c4c0780c_1280.png
BAFFLE,to perplex,person confused by puzzle,https://images.pexels.com/photos/13537948/pexels-photo-13537948.jpeg,https://pixabay.com/get/g54ebf85d71b0248bb4e567aaa37845277a02c4227784424793ecaf83791dc0720a9ba24010613f27547b8678d00118e9c7c85421f33f0348c901cbc0160507c8_1280.png
BALK,to hesitate,horse stopping at fence,https://images.pexels.com/photos/28245389/pexels-photo-28245389.jpeg,https://pixabay.com/get/g0eee6413ab1b7f0f78e2c3b39a9def4c8e04204d351b774414d0ab5c3aaf108ca4462465ca1019d86ee876dd5cdef2f144abbf084d8a982646fdc4059d6a1bf3_1280.png
BANAL,trite,plain white wall,https://images.pexels.com/photos/20573189/pexels-photo-20573189.jpeg,https://pixabay.com/get/g59af1db862a2193488dec285d3fd6b57cb23f0c66e692a04005921be8212ceb6b01ab3c260af5dd0b1ff1593a9e63af6_1280.png
BANE,ruin,kryptonite to superman,https://images.pexels.com/photos/14517581/pexels-photo-14517581.jpeg,https://pixabay.com/get/ga237711a644dea42af006ed49a4f087d2649eb372893e3eec5da7b417f20f385e9153f676a7004cc79f67142e2ae421293f91c01bf94d4e376138c8ab8a82164_1280.png
BASTION,stronghold,fortress castle walls,https://images.pexels.com/photos/18003640/pexels-photo-18003640.jpeg,https://pixabay.com/get/g7ec1b8b524ac15e30b57a37cc77eaa4d11c7e2ba8b5ef100e31f42be033821f545589ac79f0c52b06e42cb9e448b6f5b153f4adaef290f0143a100714b1dee75_1280.png
BEGRUDGE,to resent,person jealous of trophy,https://images.pexels.com/photos/10972233/pexels-photo-10972233.jpeg,https://pixabay.com/get/g9d2516760e1b9441e4e8e9349eca163b54228bd095d1d4d09cda3c7accee26c44094c8a30b57f9b5ba392b2056929800e58790d07cc7e0f757b0fd24021e51af_1280.png
BEGUILE,to charm,magician performing trick,https://images.pexels.com/photos/35117942/pexels-photo-35117942.jpeg,https://pixabay.com/get/gd1e6c12ad636b4376fc9a5a45c146ac3b1aaf67dafa5e0110f0b85d13d8aea4fb526aa8ff85ed3721482056d5b9f4f70688ec0cee3b651534bd9d9fcd817787e_1280.png
BELIE,to contradict,smiling face hiding ness,https://images.pexels.com/photos/30653145/pexels-photo-30653145.jpeg,https://pixabay.com/get/g4e24e847b5ab5b5998bad91e8dc81d8846c36bbd570256c1768586276a3b0a92b6171bd6d8809051d74cbadd05e40e62a2b5cee62f834089c2512fef8ba1ef50_1280.png
BENEFACTOR,donor,person donating money,https://images.pexels.com/photos/12495664/pexels-photo-12495664.jpeg,https://pixabay.com/get/g69bbb35d8cdf196ff2c44b0731bdbb29c87e81141ec97e60c5f67d9702b0d82f1f9f940c6da9396b174e1f572af70b3f10562b6daae08306de31e8986d565c45_1280.png
BENEFICIAL,helpful,sunlight helping plant grow,https://images.pexels.com/photos/6337264/pexels-photo-6337264.jpeg,https://pixabay.com/get/g1c6af680cec6cbf3a8ff3d0541926bc24d8cd78ff4c40c0c7f6a565838bbe9de496f8836ea07922de0604facee3611cbfa8440f062ac9596db631986f68b361b_1280.png
BENEFICIARY,recipient,person receiving gift,https://images.pexels.com/photos/30025376/pexels-photo-30025376.jpeg,https://pixabay.com/get/g38745a60c177db097c8ddee26b4800ed87bc878fb26dbafcfeb215f75d77c6b2c861dc29740aaa0747376af64fb7bd351477d985fb915219eb859a7cd7128f63_1280.png
BENEVOLENT,charitable,santa claus giving gifts,https://images.pexels.com/photos/10284655/pexels-photo-10284655.jpeg,https://pixabay.com/get/gd6e8613e452896531716bf3a6baa4870257dc04b023b78f5cc418a6891c414a939b6a3f947e7991a04c5e5f6d95e8fcef3f2ca682a7c6ce9472a1c839610d107_1280.png
BENIGN,harmless,friendly dog wagging tail,https://images.pexels.com/photos/32255850/pexels-photo-32255850.jpeg,https://pixabay.com/get/gd8c509befc425c69a47be246010d89f25ccc52563842a8f9194aa01dbb5ed19df574d513e4aeb3778552b1ef71c4993f_1280.png
BESTIAL,beastly,person acting like animal,https://images.pexels.com/photos/8817533/pexels-photo-8817533.jpeg,https://pixabay.com/get/g6e9079eb626cafd6e99d1b3757176a4f67862e5828cad9cf121b037a8e41f03f661d28cad45812a94ea12f8d12f8ed32bf9f40ac8f9c54493c1180f03e1fd1d3_1280.png
BESTOW,to give,king giving medal,https://images.pexels.com/photos/13055827/pexels-photo-13055827.jpeg,https://pixabay.com/get/ga76f00cb1fc96f72fb5741889e86c32f58ce949a26eac1941d9bb8aa223fe533c12a3e2c2da873edb12f4d0519f5028966cea7104705c01da4c0e22b33039fba_1280.png
BETRAY,to be disloyal,friend revealing secret,https://images.pexels.com/photos/29479995/pexels-photo-29479995.jpeg,https://pixabay.com/get/g04f75df75119846e1d587bc76a123b5900818b4cb892d5ddf9915737ee162eb9cf2c07089c2d0247a1b70dd73b1ffc4003f4fb8a8621ecd986c91030d3a58f43_1280.png
BIASED,prejudiced,scale tipping one side,https://images.pexels.com/photos/19213466/pexels-photo-19213466.jpeg,https://pixabay.com/get/g2969cdb8a4df5167db47dd055f16bf74999064f5d6050da696f7c8723332af6a26aec08395488e05ed2ade141b1feaedea50b407e7bb1fd11d84927538089245_1280.png
BIZARRE,strange,man with three hats,https://images.pexels.com/photos/34074103/pexels-photo-34074103.jpeg,https://pixabay.com/get/g16622d603cefc0c1284949e293892360a57e0b430789f9f2010335552863830d0c54763a6ca454f4df04405e5f12d3bc69a8bcbe13ae59bbb4b8675c4ef79db1_1280.png
BLAND,dull,plain oatmeal no toppings,https://images.pexels.com/photos/29039083/pexels-photo-29039083.jpeg,https://pixabay.com/get/gc4e44edee6b931da262f0e3ecf4d58567d277097ed5c5982888b9ab5d3b904e740cad20e31a338329ebc3d92c9bdbec2_1280.png
BLANDISHMENT,flattery,person complimenting another,https://images.pexels.com/photos/20830475/pexels-photo-20830475.jpeg,https://pixabay.com/get/g080edfbd87422d7c3acc091ca3deabfd8d5b4dea780db678de8bfa5e89d06e2202e42d2587c63a63cc89e2bd42d0a193431d44c2a9441a9971882cf55cd3b2cc_1280.png
BLARE,loud sound,trumpet playing loud,https://images.pexels.com/photos/33136891/pexels-photo-33136891.jpeg,https://pixabay.com/get/g8c8ed1bbf6acfa6d17dd9a059f2323884154bd9fc55a56a98a0783fc36ba058f35ecb2bdf6bdb876ff3efc84e3744981_1280.png
BLASPHEMY,irreverence,person shocked at disrespect,https://images.pexels.com/photos/20858525/pexels-photo-20858525.jpeg,https://pixabay.com/get/gbf5bbc50c20e01e1475074fad080c7482ee37057fededfb60d9eabe3153c4d7ca3bca9db4f20a811f73cd01cecf98cb8_1280.png
BLATANT,obvious,elephant in room obvious,https://images.pexels.com/photos/34823760/pexels-photo-34823760.jpeg,https://pixabay.com/get/gb96253efc5de6d8803b17e7a3d637115d3c92b0869069e845a2cba36cfeaa7a7d0b726a7b29d92f22937056eacc4dba6d1fdb5533fe74c5d52f0f8aada366086_1280.png
BLITHE,carefree,child skipping happily,https://images.pexels.com/photos/28729685/pexels-photo-28729685.jpeg,https://pixabay.com/get/g6a41ec408f9f6a783b40dbd358c2fe3804ebec727a13cc56598cbb3c71f0691c96016dfafc6722618df1689472193c66_1280.png
